economy,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019
TEA,2.49966759056711,3.8623237865356,4.89567012887117,4.15975850459126,6.47039175911183,6.90718550891621,7.97469937783889,,,,,
TEC,-39.8510726889601,-42.8425169323663,-41.7594771898126,-39.3792892425896,-39.687809719133,-44.7261384989546,-44.9161928854954,55.5270826530099,,,,
TGO,16.5300019011399,26.1026808668797,23.9847087173729,22.250411481983,19.8589304251876,19.8924365701941,19.9716229474876,,,,,
THA,39.4074865963685,39.9980873026562,40.106779445485,41.6536780107286,40.214532863582,42.4731829821318,41.5681517414252,,,,,
TJK,39.5131928669759,29.7906116664306,29.1221328264629,29.503421102919,28.7374135513919,33.7168636602164,36.2454955766001,,,,,
TKM,-200.670890476192,-106.762241067235,-108.271122977915,-164.211770609353,-166.232571606282,-191.918493997701,-191.511336767881,,,,,
TLA,-32.2726079038308,-33.8730911105269,-29.367732560307,-29.8297063054675,-25.5697071475046,-23.2001367418446,-9.23625866194345,6.61181593249357,,,,
TLS,,,,,,,,,,,,
TMN,-101.677290816832,-92.6104923007327,-93.7257044903681,-78.6989721451619,-71.6426651156692,-62.0742269274378,-54.7722743817302,,,,,
TON,,,,,,,,,,,,
TSA,25.1509325410513,26.4682710210551,27.3326813569599,28.3425630704289,30.1751351383797,30.8861605421821,32.692107819325,,,,,
TSS,-57.5011451331872,-55.2159979873408,-58.1846469770254,-54.5773621410388,-51.5709810455869,-48.1273702953766,-48.8031355973392,,,,,
TTO,-120.209684181276,-121.224398600788,-112.02977876773,-104.81811710129,-106.862188011575,-103.545368618398,-102.662737330464,,,,,
TUN,19.8895015316777,16.0210390383839,18.9707063917545,22.1953928583802,26.1624534086883,29.9222996096397,36.1958714161136,,,,,
TUR,70.6420063612313,69.035881178924,69.6247665957724,71.6075765301558,74.0171227979713,73.0653554197625,74.2081113644868,75.2078800411834,,,,
TUV,,,,,,,,,,,,
TZA,7.37097739074115,6.55342876690943,7.5227633792355,9.12430503942616,11.215326277014,11.287573408441,10.728060251596,,,,,
UGA,,,,,,,,,,,,
UKR,37.3316503311665,30.578826989134,40.4060578759874,32.3089370763812,30.2962533465636,25.669858000735,27.2085082165267,,,,,
UMC,-15.8869982836786,-13.7767056661609,-12.3018772905807,-9.56309241524183,-8.47306784521519,-7.55462067957796,-6.36957987738879,28.0081754041453,,,,
URY,66.6572601451381,63.2028841986494,49.2453820434618,56.935425171038,59.7019820779526,52.5615302649465,44.433500881591,,,,,
USA,25.2640713700468,22.1249837026312,22.2092008982127,18.554976759716,15.6917290892051,13.9434315101907,9.21446550107214,7.30874345482277,,,,
UZB,-24.8978225212016,-28.4709015423957,-27.5927970343218,-21.0363113967114,-17.4961163311065,-26.1648584716122,,,,,,
VCT,,,,,,,,,,,,
